date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2025-02-05,sh.600346,14.5193069,14.5193069,14.30706454,14.46142262,14.45177524,9908609,147893186.44,2,0.1408,1,0.0668,0
2025-02-06,sh.600346,14.35530144,14.63507546,14.31671192,14.3745962,14.46142262,13166018,196334820.72,2,0.187,1,-0.6004,0
2025-02-07,sh.600346,14.3263593,14.5193069,14.31671192,14.46142262,14.3745962,13196672,197560254.06,2,0.1875,1,0.604,0
2025-02-10,sh.600346,14.40353834,14.953439,14.33600668,14.87625996,14.46142262,23138577,351877767.62,2,0.3287,1,2.8686,0
2025-02-11,sh.600346,14.84731782,15.0981497,14.8087283,14.93414424,14.87625996,13064236,202341534.72,2,0.1856,1,0.3891,0
2025-02-12,sh.600346,14.89555472,15.13673922,14.84731782,14.91484948,14.93414424,11898855,184214522.53,2,0.169,1,-0.1292,0
2025-02-13,sh.600346,14.93414424,15.36827634,14.93414424,15.02097066,14.91484948,16222435,254311739.83,2,0.2305,1,0.7115,0
2025-02-14,sh.600346,14.953439,15.10779708,14.82802306,15.03061804,15.02097066,12260619,190522673.98,2,0.1742,1,0.0642,0
2025-02-17,sh.600346,15.03061804,15.15603398,14.8569652,15.01132328,15.03061804,11688112,181331638.85,2,0.166,1,-0.1284,0
2025-02-18,sh.600346,15.01132328,15.2428604,14.92449686,15.11744446,15.01132328,14768336,231758577.32,2,0.2098,1,0.7069,0
2025-02-19,sh.600346,15.10779708,15.20427088,14.92449686,15.03061804,15.11744446,9559022,148648936.82,2,0.1358,1,-0.5743,0
2025-02-20,sh.600346,15.03061804,15.05956018,14.8569652,14.91484948,15.03061804,9308081,143992128.33,2,0.1322,1,-0.7702,0
2025-02-21,sh.600346,14.92449686,14.97273376,14.64472284,14.73154926,14.91484948,13062861,199648338.17,2,0.1856,1,-1.229,0
2025-02-24,sh.600346,14.67366498,14.8569652,14.6640176,14.75084402,14.73154926,9395646,143823987.44,2,0.1335,1,0.131,0
2025-02-25,sh.600346,14.72190188,14.72190188,14.46142262,14.49036476,14.75084402,10778476,162574483.98,2,0.1531,1,-1.7659,0
2025-02-26,sh.600346,14.5675438,14.6640176,14.49036476,14.54824904,14.49036476,8605809,129957133.38,2,0.1223,1,0.3995,0
2025-02-27,sh.600346,14.55789642,15.10779708,14.49036476,15.0981497,14.54824904,22630563,349222190.24,2,0.3215,1,3.7798,0
2025-02-28,sh.600346,15.16568136,15.2428604,15.02097066,15.10779708,15.0981497,17454290,273777553.96,2,0.248,1,0.0639,0
2025-03-03,sh.600346,15.10779708,15.3393342,15.0981497,15.21391826,15.10779708,13287397,209526600.59,2,0.1888,1,0.7024,0
2025-03-04,sh.600346,15.17532874,15.57087132,15.10779708,15.5322818,15.21391826,20316430,324219400.38,2,0.2886,1,2.0926,0
2025-03-05,sh.600346,15.59016608,15.6769925,15.31039206,15.32003944,15.5322818,10622121,170033198.97,2,0.1509,1,-1.3665,0
2025-03-06,sh.600346,15.36827634,15.435808,15.1463866,15.32968682,15.32003944,11265187,178706240.5,2,0.16,1,0.063,0
2025-03-07,sh.600346,15.25250778,15.36827634,15.16568136,15.18497612,15.32968682,8804730,139243388.5,2,0.1251,1,-0.944,0
2025-03-10,sh.600346,15.1463866,15.36827634,15.06920756,15.32968682,15.18497612,12666959,199939417.56,2,0.18,1,0.953,0
2025-03-11,sh.600346,15.23321302,15.75417154,15.18497612,15.74452416,15.32968682,19323052,311709175.22,2,0.2745,1,2.7061,0
2025-03-12,sh.600346,15.74452416,15.75417154,15.28144992,15.31039206,15.74452416,15982094,255711721.55,2,0.227,1,-2.7574,0
2025-03-13,sh.600346,15.32003944,15.42616062,15.25250778,15.35862896,15.31039206,8471807,134575356.44,2,0.1204,1,0.3151,0
2025-03-14,sh.600346,15.35862896,15.41651324,15.1463866,15.1946235,15.35862896,13415023,211954648.82,2,0.1906,1,-1.0678,0
2025-03-17,sh.600346,15.18497612,15.26215516,15.06920756,15.20427088,15.1946235,10242320,161226276.86,2,0.1455,1,0.0635,0
2025-03-18,sh.600346,15.20427088,15.41651324,15.16568136,15.26215516,15.20427088,11406062,180790513.88,2,0.162,1,0.3807,0
2025-03-19,sh.600346,15.23321302,15.32003944,15.11744446,15.16568136,15.26215516,8247860,129874022.2,2,0.1172,1,-0.6321,0
2025-03-20,sh.600346,15.17532874,15.23321302,15.0016759,15.07885494,15.16568136,10372929,162418860.55,2,0.1474,1,-0.5725,0
2025-03-21,sh.600346,15.07885494,15.25250778,14.953439,15.0016759,15.07885494,10730520,167455823.08,2,0.1524,1,-0.5118,0
2025-03-24,sh.600346,15.0016759,15.12709184,14.92449686,15.01132328,15.0016759,8626699,134333881.94,2,0.1226,1,0.0643,0
2025-03-25,sh.600346,15.06920756,15.17532874,14.94379162,15.16568136,15.01132328,8470434,132307101.7,2,0.1203,1,1.0283,0
2025-03-26,sh.600346,15.16568136,15.22356564,14.96308638,15.0016759,15.16568136,7485113,116950915.61,2,0.1063,1,-1.0814,0
2025-03-27,sh.600346,14.99202852,15.17532874,14.96308638,15.08850232,15.0016759,5850270,91520581.3,2,0.0831,1,0.5788,0
2025-03-28,sh.600346,15.05956018,15.0981497,14.8087283,14.94379162,15.08850232,8281900,128210197.97,2,0.1177,1,-0.9591,0
2025-03-31,sh.600346,14.83767044,14.93414424,14.74119664,14.82802306,14.94379162,8038134,123567966.9,2,0.1142,1,-0.7747,0
2025-04-01,sh.600346,14.86661258,14.91484948,14.69295974,14.87625996,14.82802306,7445920,114470197.6,2,0.1058,1,0.3253,0
2025-04-02,sh.600346,14.8569652,15.0016759,14.81837568,14.953439,14.87625996,6764560,104477344.26,2,0.0961,1,0.5188,0
2025-04-03,sh.600346,14.9052021,15.10779708,14.86661258,14.91484948,14.953439,8369514,130020439.09,2,0.1189,1,-0.2581,0
2025-04-07,sh.600346,14.48071738,14.68331236,13.80540078,14.2781224,14.91484948,34731177,511185885.66,2,0.4934,1,-4.2691,0
2025-04-08,sh.600346,14.23953288,14.46142262,14.09482218,14.45177524,14.2781224,28686667,424201335.41,2,0.4075,1,1.2162,0
2025-04-09,sh.600346,14.31671192,14.6157807,14.15270646,14.59648594,14.45177524,25083097,374301270.14,2,0.3563,1,1.0013,0
2025-04-10,sh.600346,14.72190188,14.78943354,14.41318572,14.68331236,14.59648594,12873638,195457043.98,2,0.1829,1,0.5948,0
2025-04-11,sh.600346,14.60613332,14.6640176,14.49036476,14.60613332,14.68331236,8849920,133733125.28,2,0.1257,1,-0.5256,0
2025-04-14,sh.600346,14.6157807,14.67366498,14.44212786,14.50001214,14.60613332,17005972,255876517.52,2,0.2416,1,-0.7266,0
2025-04-15,sh.600346,14.47107,14.60613332,14.34565406,14.5675438,14.50001214,13711085,206044463.22,2,0.1948,1,0.4657,0
2025-04-16,sh.600346,14.48071738,14.953439,14.39389096,14.953439,14.5675438,16597122,251566904.16,2,0.2358,1,2.649,0
2025-04-17,sh.600346,14.8569652,14.86661258,14.5193069,14.68331236,14.953439,14973351,227215911.02,2,0.2127,1,-1.8065,0
2025-04-18,sh.600346,14.62542808,14.8087283,14.53860166,14.68331236,14.68331236,7333480,111575572.64,2,0.1042,1,0.0,0
2025-04-21,sh.600346,14.7604914,15.10779708,14.69295974,15.08850232,14.68331236,12751781,197347188.36,2,0.1812,1,2.7595,0
2025-04-22,sh.600346,15.04026542,15.1946235,14.96308638,15.03061804,15.08850232,9429052,147329604.48,2,0.134,1,-0.3836,0
2025-04-23,sh.600346,15.03061804,15.05956018,14.82802306,15.02097066,15.03061804,6120710,94878432.3,2,0.087,1,-0.0642,0
2025-04-24,sh.600346,14.99202852,15.0499128,14.86661258,14.98238114,15.02097066,5947023,92239996.9,2,0.0845,1,-0.2569,0
2025-04-25,sh.600346,15.01132328,15.0981497,14.88590734,14.93414424,14.98238114,4874340,75673629.88,2,0.0692,1,-0.322,0
2025-04-28,sh.600346,14.9052021,14.93414424,14.78943354,14.86661258,14.93414424,5648594,87096561.68,2,0.0802,1,-0.4522,0
2025-04-29,sh.600346,14.91484948,14.91484948,14.78943354,14.8087283,14.86661258,4715432,72486829.2,2,0.067,1,-0.3894,0
2025-04-30,sh.600346,14.78943354,14.87625996,14.73154926,14.75084402,14.8087283,5251100,80491896.0,2,0.0746,1,-0.3909,0
2025-05-06,sh.600346,14.74119664,15.0981497,14.50965952,15.07885494,14.75084402,13999322,216318485.78,2,0.1989,1,2.2237,0
2025-05-07,sh.600346,15.16568136,15.2910973,15.0499128,15.28144992,15.07885494,11335804,178493839.12,2,0.161,1,1.3436,0
2025-05-08,sh.600346,15.2428604,15.31039206,15.1463866,15.28144992,15.28144992,7212131,113840776.94,2,0.1025,1,0.0,0
2025-05-09,sh.600346,15.31039206,15.3875711,15.05956018,15.0981497,15.28144992,7397838,116473662.34,2,0.1051,1,-1.1995,0
2025-05-12,sh.600346,15.13673922,15.23321302,15.01132328,15.06920756,15.0981497,6181557,96687497.3,2,0.0878,1,-0.1917,0
2025-05-13,sh.600346,15.1463866,15.16568136,15.0499128,15.11744446,15.06920756,5968480,93457805.46,2,0.0848,1,0.3201,0
2025-05-14,sh.600346,15.15603398,15.27180254,15.01132328,15.0499128,15.11744446,10324584,162001135.2,2,0.1467,1,-0.4467,0
2025-05-15,sh.600346,14.99202852,15.2910973,14.953439,15.25250778,15.0499128,13641055,214673249.46,2,0.1938,1,1.3462,0
2025-05-16,sh.600346,15.1946235,15.40686586,15.1946235,15.40686586,15.25250778,11438189,181868675.72,2,0.1625,1,1.012,0
2025-05-19,sh.600346,15.3875711,15.45510276,15.1463866,15.22356564,15.40686586,8357989,132583713.22,2,0.1187,1,-1.1897,0
2025-05-20,sh.600346,15.22356564,15.35862896,15.06920756,15.2428604,15.22356564,6745713,106455947.37,2,0.0958,1,0.1267,0
2025-05-21,sh.600346,15.2428604,15.3875711,15.2428604,15.30074468,15.2428604,5739184,91234361.31,2,0.0815,1,0.3797,0
2025-05-22,sh.600346,15.2910973,15.37792372,15.10779708,15.11744446,15.30074468,5763583,90613774.11,2,0.0819,1,-1.198,0
2025-05-23,sh.600346,15.12709184,15.25250778,15.0016759,15.0016759,15.11744446,5783192,90621653.92,2,0.0822,1,-0.7658,0
2025-05-26,sh.600346,15.0016759,15.07885494,14.81837568,14.8569652,15.0016759,6179976,95608194.6,2,0.0878,1,-0.9646,0
2025-05-27,sh.600346,14.84731782,14.93414424,14.77013878,14.89555472,14.8569652,5400916,83121772.54,2,0.0767,1,0.2597,0
2025-05-28,sh.600346,14.91484948,14.91484948,14.67366498,14.68331236,14.89555472,5683201,86853005.41,2,0.0807,1,-1.4249,0
2025-05-29,sh.600346,14.68331236,14.78943354,14.52895428,14.69295974,14.68331236,9213143,140076255.53,2,0.1309,1,0.0657,0
2025-05-30,sh.600346,14.69295974,14.77013878,14.59648594,14.6157807,14.69295974,6277754,95439695.97,2,0.0892,1,-0.5253,0
2025-06-03,sh.600346,14.58683856,14.60613332,14.4228331,14.50001214,14.6157807,9233787,138690113.1,2,0.1312,1,-0.7921,0
2025-06-04,sh.600346,14.49036476,14.53860166,14.4228331,14.47107,14.50001214,5760970,86455271.98,2,0.0818,1,-0.1996,0
2025-06-05,sh.600346,14.49036476,14.5675438,14.40353834,14.43248048,14.47107,6983442,104510623.64,2,0.0992,1,-0.2667,0
2025-06-06,sh.600346,14.48071738,14.57719118,14.4228331,14.45177524,14.43248048,7975600,119837962.0,2,0.1133,1,0.1337,0
2025-06-09,sh.600346,14.45177524,14.58683856,14.38424358,14.55789642,14.45177524,9540687,143196148.9,2,0.1355,1,0.7343,0
2025-06-10,sh.600346,14.5675438,14.77013878,14.3263593,14.40353834,14.55789642,10674913,160296425.57,2,0.1517,1,-1.0603,0
