date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2025-02-05,sh.600016,3.9712014,3.99033972,3.90421728,3.91378644,3.9712014,168321158,692208456.42,2,0.4747,1,-1.4458,0
2025-02-06,sh.600016,3.91378644,3.94249392,3.89464812,3.91378644,3.91378644,156732135,640579172.61,2,0.442,1,0.0,0
2025-02-07,sh.600016,3.9233556,3.94249392,3.90421728,3.93292476,3.91378644,168827826,692914873.32,2,0.4761,1,0.489,0
2025-02-10,sh.600016,3.93292476,3.98077056,3.9233556,3.9712014,3.93292476,165296457,685029850.47,2,0.4661,1,0.9732,0
2025-02-11,sh.600016,3.98077056,3.99990888,3.96163224,3.9712014,3.9712014,143283850,595339759.83,2,0.404,1,0.0,0
2025-02-12,sh.600016,3.98077056,3.99033972,3.95206308,3.98077056,3.9712014,112621463,467207984.95,2,0.3176,1,0.241,0
2025-02-13,sh.600016,3.98077056,4.00947804,3.9712014,3.99033972,3.98077056,130838950,546198045.13,2,0.369,1,0.2404,0
2025-02-14,sh.600016,3.98077056,4.00947804,3.96163224,3.99990888,3.99033972,152706395,635787312.44,2,0.4306,1,0.2398,0
2025-02-17,sh.600016,4.00947804,4.0190472,3.9712014,4.00947804,3.99990888,143284512,598433992.22,2,0.404,1,0.2392,0
2025-02-18,sh.600016,4.00947804,4.08603132,3.99990888,4.03818552,4.00947804,269252374,1141243409.93,2,0.7593,1,0.716,0
2025-02-19,sh.600016,4.03818552,4.03818552,3.99033972,3.99033972,4.03818552,171889171,720787788.3,2,0.4847,1,-1.1848,0
2025-02-20,sh.600016,3.99033972,4.00947804,3.9712014,3.98077056,3.99033972,116067012,483900418.44,2,0.3273,1,-0.2398,0
2025-02-21,sh.600016,3.99033972,3.99990888,3.94249392,3.95206308,3.98077056,174577514,722611179.29,2,0.4923,1,-0.7212,0
2025-02-24,sh.600016,3.95206308,3.9712014,3.93292476,3.94249392,3.95206308,146528025,604783874.88,2,0.4132,1,-0.2421,0
2025-02-25,sh.600016,3.94249392,3.96163224,3.9233556,3.9233556,3.94249392,118486745,487294609.91,2,0.3341,1,-0.4854,0
2025-02-26,sh.600016,3.9233556,3.98077056,3.9233556,3.94249392,3.9233556,158673813,655536529.21,2,0.4474,1,0.4878,0
2025-02-27,sh.600016,3.95206308,3.96163224,3.9233556,3.95206308,3.94249392,126832206,522148550.07,2,0.3577,1,0.2427,0
2025-02-28,sh.600016,3.94249392,3.9712014,3.94249392,3.94249392,3.95206308,191519435,791554765.23,2,0.5401,1,-0.2421,0
2025-03-03,sh.600016,3.93292476,3.9712014,3.9233556,3.9712014,3.94249392,167553192,692032472.29,2,0.4725,1,0.7282,0
2025-03-04,sh.600016,3.96163224,3.98077056,3.94249392,3.9712014,3.9712014,110070607,456315263.35,2,0.3104,1,0.0,0
2025-03-05,sh.600016,3.98077056,4.03818552,3.9712014,4.0190472,3.9712014,199319032,835338376.78,2,0.5621,1,1.2048,0
2025-03-06,sh.600016,4.02861636,4.03818552,3.95206308,3.96163224,4.0190472,252091978,1046752201.5,2,0.7109,1,-1.4286,0
