date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2025-02-05,sh.600938,26.0085189,26.06568048,25.60838784,25.76081872,26.20858443,37010300,999532038.85,2,1.3023,1,-1.7085,0
2025-02-06,sh.600938,25.64649556,25.80845337,25.59886091,25.79892644,25.76081872,26754799,722447058.08,2,0.9415,1,0.1479,0
2025-02-07,sh.600938,25.70365714,25.83703416,25.54169933,25.73223793,25.79892644,40404720,1088473141.82,2,1.4218,1,-0.2585,0
2025-02-10,sh.600938,25.77034565,25.90372267,25.65602249,25.77034565,25.73223793,34796418,941046830.4,2,1.2244,1,0.1481,0
2025-02-11,sh.600938,25.86561495,26.22763829,25.86561495,26.1990575,25.77034565,49511355,1357647516.71,2,1.7422,1,1.6636,0
2025-02-12,sh.600938,26.24669215,26.25621908,25.82750723,25.96088425,26.1990575,39801996,1085042738.45,2,1.4006,1,-0.9091,0
2025-02-13,sh.600938,25.65602249,25.8179803,25.54169933,25.722711,25.96088425,36946542,996596644.95,2,1.3001,1,-0.9174,0
2025-02-14,sh.600938,25.76081872,25.77034565,25.61791477,25.63696863,25.722711,26506159,713886800.85,2,0.9327,1,-0.3333,0
2025-02-17,sh.600938,25.57980705,25.58933398,25.2463645,25.29399915,25.63696863,48241885,1281698875.71,2,1.6976,1,-1.3378,0
2025-02-18,sh.600938,25.3416338,25.66554942,25.27494529,25.40832231,25.29399915,50551169,1351438558.29,2,1.7788,1,0.452,0
2025-02-19,sh.600938,25.40832231,25.47501082,25.1510952,25.20825678,25.40832231,37752526,1000035291.93,2,1.3284,1,-0.7874,0
2025-02-20,sh.600938,25.20825678,25.3416338,25.11298748,25.25589143,25.20825678,31139844,824392970.07,2,1.0958,1,0.189,0
2025-02-21,sh.600938,25.3416338,25.35116073,25.00819125,25.12251441,25.25589143,43653319,1149710491.06,2,1.5361,1,-0.5281,0
2025-02-24,sh.600938,24.770018,24.87481423,24.3889408,24.47468317,25.12251441,83272646,2147671299.86,2,2.9302,1,-2.5787,0
2025-02-25,sh.600938,24.47468317,24.4842101,24.31272536,24.36988694,24.47468317,34920989,893317937.71,2,1.2288,1,-0.4282,0
