date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2025-02-05,sh.601088,36.95076,36.95076,35.48196729,35.86071258,36.95076,34045080.0,1320107665.22,2,0.2064,1,-2.95,0
2025-02-06,sh.601088,35.86071258,35.98080255,35.48196729,35.98080255,35.86071258,21866873.0,845553759.77,2,0.1326,1,0.3349,0
2025-02-07,sh.601088,35.8422372,35.99927793,35.57434419,35.92537641,35.98080255,26659225.0,1033984427.48,2,0.1617,1,-0.154,0
2025-02-10,sh.601088,35.7498603,35.88842565,35.52815574,35.64824571,35.92537641,23816230.0,920195361.85,2,0.1444,1,-0.7714,0
2025-02-11,sh.601088,35.60205726,35.99927793,35.45425422,35.61129495,35.64824571,24355584.0,940113918.15,2,0.1477,1,-0.1037,0
2025-02-12,sh.601088,35.62053264,35.62053264,35.13093507,35.30645118,35.61129495,30660311.0,1172004627.59,2,0.1859,1,-0.856,0
2025-02-13,sh.601088,35.32492656,35.51891805,35.12169738,35.20483659,35.30645118,29750047.0,1135577363.17,2,0.1804,1,-0.2878,0
2025-02-14,sh.601088,35.26026273,35.29721349,35.02932048,35.22331197,35.20483659,28187397.0,1072369567.3,2,0.1709,1,0.0525,0
2025-02-17,sh.601088,35.1955989,35.1955989,34.29030528,34.43810832,35.22331197,60759882.0,2269830442.15,2,0.3684,1,-2.2292,0
2025-02-18,sh.601088,34.179453,34.44734601,33.7175685,33.81918309,34.43810832,56134671.0,2069582588.97,2,0.3404,1,-1.7972,0
2025-02-19,sh.601088,33.82842078,33.83765847,33.27415938,33.3480609,33.81918309,45129839.0,1630796518.65,2,0.2737,1,-1.3931,0
2025-02-20,sh.601088,33.255684,33.5328147,33.00626637,33.44967549,33.3480609,34844239.0,1258578036.1,2,0.2113,1,0.3047,0
2025-02-21,sh.601088,33.41272473,33.47738856,32.59057032,32.68294722,33.44967549,62451008.0,2226711816.78,2,0.3787,1,-2.2922,0
2025-02-24,sh.601088,32.40581652,33.3480609,32.12868582,33.03397944,32.68294722,64893459.0,2295273685.47,2,0.3935,1,1.0741,0
2025-02-25,sh.601088,32.82151257,33.80070771,32.73837336,32.91388947,33.03397944,63888678.0,2302146499.93,2,0.3874,1,-0.3635,0
2025-02-26,sh.601088,32.91388947,33.32958552,32.63675877,32.83075026,32.91388947,33014321.0,1173949524.16,2,0.2002,1,-0.2526,0
2025-02-27,sh.601088,32.7014226,33.14483172,32.19334965,33.01550406,32.83075026,46893208.0,1654587215.06,2,0.2844,1,0.5627,0
2025-02-28,sh.601088,32.96007792,33.14483172,32.73837336,32.74761105,33.01550406,35589052.0,1269862723.48,2,0.2158,1,-0.8114,0
2025-03-03,sh.601088,32.86770102,33.18178248,32.7014226,32.83075026,32.74761105,27862063.0,991969536.21,2,0.169,1,0.2539,0
2025-03-04,sh.601088,32.7014226,32.83075026,32.45200497,32.65523415,32.83075026,21458015.0,757174924.75,2,0.1301,1,-0.5346,0
2025-03-05,sh.601088,32.57209494,33.00626637,32.34115269,33.00626637,32.65523415,32633112.0,1157753346.4,2,0.1979,1,1.075,0
2025-03-06,sh.601088,32.96931561,32.96931561,32.54438187,32.78456181,33.00626637,29250385.0,1037358453.97,2,0.1774,1,-0.6717,0
2025-03-07,sh.601088,32.78456181,33.42196242,32.7014226,33.15406941,32.78456181,42731841.0,1536048908.58,2,0.2591,1,1.1271,0
2025-03-10,sh.601088,33.0709302,33.73604388,33.05245482,33.3480609,33.15406941,32106046.0,1160254399.11,2,0.1947,1,0.5851,0
2025-03-11,sh.601088,33.32958552,33.67138005,33.0709302,33.65290467,33.3480609,31166826.0,1129340404.95,2,0.189,1,0.9141,0
2025-03-12,sh.601088,33.57900315,33.57900315,33.0709302,33.19102017,33.65290467,25021551.0,900264075.79,2,0.1517,1,-1.3725,0
2025-03-13,sh.601088,33.20025786,34.70600133,33.19102017,34.38268218,33.19102017,84155323.0,3114970393.46,2,0.5103,1,3.5903,0
